Email_id,Sender_Name,Sender_cadre,Sender_dept,Rec_name,Rec_cadre,Rec_dept,Email_subject,Msg_Date,Sentiment,Message_status,Device,Within_work_hrs,Within_workdays,Msg_day,Msg_month,day_name,Week_of_month,exc_type
735,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,2024-03-11,positive,opened,desktop,yes,yes,11,March,Monday,3,intra_mails
736,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Operational Issues,2024-03-20,neutral,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
737,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Internal Policies and Procedures,2024-03-20,neutral,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
738,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-30,negative,opened,mobile,no,no,30,March,Saturday,5,intra_mails
739,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
740,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,2024-03-22,neutral,opened,desktop,yes,yes,22,March,Friday,4,intra_mails
741,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,2024-03-14,positive,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
742,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Vendor Relations,2024-03-27,negative,opened,mobile,yes,yes,27,March,Wednesday,5,intra_mails
743,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Legal Matters,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
744,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-12,positive,unopened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
745,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-28,neutral,opened,mobile,yes,yes,28,March,Thursday,5,intra_mails
746,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Legal Matters,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
747,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-12,neutral,opened,desktop,no,yes,12,March,Tuesday,3,intra_mails
748,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,2024-03-13,positive,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
749,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Project Updates,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
750,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-12,positive,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
751,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Project Updates,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
752,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,2024-03-20,neutral,unopened,mobile,yes,yes,20,March,Wednesday,4,intra_mails
753,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Vendor Relations,2024-03-07,positive,opened,desktop,no,yes,7,March,Thursday,2,intra_mails
754,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
755,Petronille Jouen,Professional,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-26,positive,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
756,Petronille Jouen,Professional,Marketing,Karine Barclay,Professional,Marketing,Operational Issues,2024-03-29,negative,opened,desktop,yes,yes,29,March,Friday,5,intra_mails
757,Petronille Jouen,Professional,Marketing,Karine Barclay,Professional,Marketing,Operational Issues,2024-03-20,positive,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
758,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,2024-03-28,negative,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
759,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Training and Development,2024-03-20,negative,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
760,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-26,neutral,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
761,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,2024-03-14,neutral,opened,mobile,yes,yes,14,March,Thursday,3,intra_mails
762,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,2024-03-05,neutral,opened,desktop,no,yes,5,March,Tuesday,2,intra_mails
763,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Client Related Communication,2024-03-27,positive,opened,mobile,yes,yes,27,March,Wednesday,5,intra_mails
764,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-05,neutral,opened,desktop,yes,yes,5,March,Tuesday,2,intra_mails
765,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,2024-03-22,neutral,opened,desktop,yes,yes,22,March,Friday,4,intra_mails
766,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Operational Issues,2024-03-28,positive,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
767,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-05,positive,opened,desktop,yes,yes,5,March,Tuesday,2,intra_mails
768,Dorie Parradine,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-14,neutral,opened,mobile,yes,yes,14,March,Thursday,3,intra_mails
769,Dorie Parradine,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Project Updates,2024-03-29,positive,opened,desktop,yes,yes,29,March,Friday,5,intra_mails
770,Dorie Parradine,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Legal Matters,2024-03-06,negative,opened,desktop,yes,yes,6,March,Wednesday,2,intra_mails
771,Roger Tabbernor,Professional,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-22,neutral,unopened,desktop,yes,yes,22,March,Friday,4,intra_mails
772,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Legal Matters,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
773,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Operational Issues,2024-03-02,neutral,opened,desktop,no,no,2,March,Saturday,1,intra_mails
774,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Product Development,2024-03-06,positive,opened,desktop,no,yes,6,March,Wednesday,2,intra_mails
775,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Training and Development,2024-03-05,neutral,unopened,desktop,no,yes,5,March,Tuesday,2,intra_mails
776,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Project Updates,2024-03-01,neutral,opened,desktop,yes,yes,1,March,Friday,1,intra_mails
777,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Product Development,2024-03-07,neutral,opened,mobile,no,yes,7,March,Thursday,2,intra_mails
778,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Product Development,2024-03-05,neutral,opened,desktop,no,yes,5,March,Tuesday,2,intra_mails
779,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-07,positive,opened,mobile,no,yes,7,March,Thursday,2,intra_mails
780,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Training and Development,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
781,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Internal Policies and Procedures,2024-03-02,neutral,opened,mobile,no,no,2,March,Saturday,1,intra_mails
782,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-06,positive,unopened,mobile,yes,yes,6,March,Wednesday,2,intra_mails
783,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-03,negative,opened,desktop,no,no,3,March,Sunday,1,intra_mails
784,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Project Updates,2024-03-11,neutral,opened,mobile,yes,yes,11,March,Monday,3,intra_mails
785,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Operational Issues,2024-03-22,neutral,opened,desktop,yes,yes,22,March,Friday,4,intra_mails
786,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,2024-03-17,neutral,opened,mobile,no,no,17,March,Sunday,3,intra_mails
787,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Meeting Scheduling,2024-03-14,positive,opened,mobile,yes,yes,14,March,Thursday,3,intra_mails
788,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Project Updates,2024-03-13,positive,opened,desktop,no,yes,13,March,Wednesday,3,intra_mails
789,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,intra_mails
790,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,2024-03-25,neutral,opened,desktop,no,yes,25,March,Monday,5,intra_mails
791,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,2024-03-07,negative,unopened,desktop,yes,yes,7,March,Thursday,2,intra_mails
792,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Project Updates,2024-03-13,positive,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
793,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-28,positive,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
794,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Project Updates,2024-03-30,neutral,unopened,desktop,no,no,30,March,Saturday,5,intra_mails
795,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-08,negative,opened,desktop,yes,yes,8,March,Friday,2,intra_mails
796,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Operational Issues,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
797,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
798,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-03,positive,opened,mobile,no,no,3,March,Sunday,1,intra_mails
799,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,2024-03-21,neutral,opened,desktop,yes,yes,21,March,Thursday,4,intra_mails
800,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Training and Development,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
801,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Product Development,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
802,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Product Development,2024-03-14,positive,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
803,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Internal Policies and Procedures,2024-03-08,negative,opened,desktop,yes,yes,8,March,Friday,2,intra_mails
804,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Project Updates,2024-03-28,positive,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
805,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,HR related topics,2024-03-22,neutral,opened,desktop,yes,yes,22,March,Friday,4,intra_mails
806,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Operational Issues,2024-03-20,neutral,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
807,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Product Development,2024-03-05,neutral,unopened,desktop,yes,yes,5,March,Tuesday,2,intra_mails
808,Minette Southard,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-08,positive,unopened,mobile,yes,yes,8,March,Friday,2,intra_mails
809,Minette Southard,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-19,neutral,opened,desktop,yes,yes,19,March,Tuesday,4,intra_mails
810,Minette Southard,Professional,Product development,Jorey Deguara,Middle level management,Product development,Technical Support,2024-03-14,negative,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
811,Minette Southard,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-18,negative,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
812,Minette Southard,Professional,Product development,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,2024-03-30,positive,opened,desktop,no,no,30,March,Saturday,5,intra_mails
813,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Training and Development,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
814,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,HR related topics,2024-03-08,neutral,opened,desktop,yes,yes,8,March,Friday,2,intra_mails
815,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Project Updates,2024-03-29,neutral,opened,desktop,yes,yes,29,March,Friday,5,intra_mails
816,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Project Updates,2024-03-26,negative,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
817,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Project Updates,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
818,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Product Development,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
819,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Internal Policies and Procedures,2024-03-22,positive,opened,mobile,yes,yes,22,March,Friday,4,intra_mails
820,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Project Updates,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
821,Theressa Tuddall,Professional,Product development,Jorey Deguara,Middle level management,Product development,Operational Issues,2024-03-08,neutral,opened,desktop,yes,yes,8,March,Friday,2,intra_mails
822,Theressa Tuddall,Professional,Product development,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,2024-03-27,positive,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
